"ID","CM_ID","TIME_SERIES_NAME","TS_ID","RELATIVE_ORDER","CM_ASSOCIATION","CM_CALCULATION_HORIZON","IS_OVERRIDE","EXPRESSION","EXPRESSION_NAME","RELATIVE_PERIOD_POSITION","CM_CALCULATION_PLANE","RECURSES_ON","MATH_EXPRESSION_TYPE","IS_DEPENDENT_ON_ETL","IS_NDCOUNT_PRESENT","IS_IPERIOD_PRESENT","CALENDAR_SUM_USED","PLANE_ID","TRIGGERING_EVENT","CONFIG_VERSION_ID","AUDIT_ID"
1120,1886,TS337,337,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1121,1887,TS338,338,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1122,1888,TS339,339,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1123,1889,TS340,340,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1124,1890,TS341,341,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1125,1891,TS342,342,0,NONE,"66",0,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1126,1892,TS343,343,0,NONE,"66",1,"0",,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1127,1893,TS373,373,7,POST_INDEPENDENT,"65",1,value1,xequalsy,0,PRODUCT~~CUSTOMER~~DC~~SOURCE,,,0,0,0,0,,,1,125
1331,2352,TS1,1,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1332,2353,TS2,2,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1333,2354,TS3,3,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1334,2355,TS4,4,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1335,2356,TS5,5,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1336,2357,TS6,6,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1337,2358,TS7,7,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1338,2359,TS8,8,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1339,2360,TS9,9,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1340,2361,TS10,10,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1341,2362,TS11,11,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1342,2363,TS12,12,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1343,2364,TS13,13,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1344,2365,TS14,14,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1345,2366,TS15,15,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1346,2367,TS16,16,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1347,2368,TS17,17,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1348,2369,TS18,18,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1349,2370,TS19,19,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1350,2371,TS20,20,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1351,2372,TS21,21,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1352,2373,TS22,22,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1353,2374,TS23,23,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1354,2375,TS24,24,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1355,2376,TS25,25,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1356,2377,TS26,26,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1357,2378,TS27,27,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1358,2379,TS28,28,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1359,2380,TS29,29,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1360,2381,TS30,30,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1361,2382,TS31,31,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1362,2383,TS32,32,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1363,2384,TS33,33,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1364,2385,TS34,34,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1365,2386,TS35,35,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1366,2387,TS36,36,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1367,2388,TS37,37,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1368,2389,TS38,38,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1369,2390,TS39,39,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1370,2391,TS40,40,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1371,2392,TS41,41,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1372,2393,TS42,42,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1373,2394,TS43,43,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1374,2395,TS44,44,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1375,2396,TS45,45,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1376,2397,TS46,46,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1377,2398,TS47,47,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1378,2399,TS48,48,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1379,2400,TS49,49,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1380,2401,TS50,50,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1381,2402,TS51,51,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1382,2403,TS52,52,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1383,2404,TS53,53,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1384,2405,TS54,54,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1385,2406,TS55,55,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1386,2407,TS56,56,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1387,2408,TS57,57,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1388,2409,TS58,58,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1389,2410,TS59,59,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1390,2411,TS60,60,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1391,2412,TS61,61,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1392,2413,TS62,62,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1393,2414,TS63,63,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1394,2415,TS64,64,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1395,2416,TS65,65,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1396,2417,TS66,66,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1397,2418,TS67,67,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1398,2419,TS68,68,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1399,2420,TS69,69,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1400,2421,TS70,70,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1401,2422,TS71,71,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1402,2423,TS72,72,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1403,2424,TS73,73,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1404,2425,TS74,74,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1405,2426,TS75,75,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1406,2427,TS76,76,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1407,2428,TS77,77,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1408,2429,TS78,78,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1409,2430,TS79,79,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1410,2431,TS80,80,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1411,2432,TS81,81,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1412,2433,TS82,82,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1413,2434,TS83,83,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1414,2435,TS84,84,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1415,2436,TS85,85,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1416,2437,TS86,86,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1417,2438,TS87,87,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1418,2439,TS88,88,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1419,2440,TS89,89,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1420,2441,TS90,90,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1421,2442,TS91,91,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1422,2443,TS92,92,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1423,2444,TS93,93,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1424,2445,TS94,94,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1425,2446,TS95,95,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1426,2447,TS96,96,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1427,2448,TS97,97,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1428,2449,TS98,98,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1429,2450,TS99,99,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1430,2451,TS100,100,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1431,2452,TS101,101,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1432,2453,TS102,102,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1433,2454,TS103,103,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1434,2455,TS104,104,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1435,2456,TS105,105,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1436,2457,TS106,106,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1437,2458,TS107,107,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1438,2459,TS108,108,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1439,2460,TS109,109,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1440,2461,TS110,110,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1441,2462,TS111,111,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1442,2463,TS112,112,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1443,2464,TS113,113,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1444,2465,TS114,114,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1445,2466,TS115,115,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1446,2467,TS116,116,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1447,2468,TS117,117,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1448,2469,TS118,118,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1449,2470,TS119,119,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1450,2471,TS120,120,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1451,2472,TS121,121,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1452,2473,TS122,122,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1453,2474,TS123,123,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1454,2475,TS124,124,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1455,2476,TS125,125,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1456,2477,TS126,126,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1457,2478,TS127,127,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1458,2479,TS128,128,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1459,2480,TS129,129,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1460,2481,TS130,130,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1461,2482,TS131,131,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1462,2483,TS132,132,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1463,2484,TS133,133,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1464,2485,TS134,134,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1465,2486,TS135,135,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1466,2487,TS136,136,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1467,2488,TS137,137,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1468,2489,TS138,138,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1469,2490,TS139,139,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1470,2491,TS140,140,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1471,2492,TS141,141,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1472,2493,TS142,142,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1473,2494,TS143,143,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1474,2495,TS144,144,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1475,2496,TS145,145,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1476,2497,TS146,146,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1477,2498,TS147,147,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1478,2499,TS148,148,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1479,2500,TS149,149,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1480,2501,TS150,150,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1481,2502,TS151,151,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1482,2503,TS152,152,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1483,2504,TS153,153,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1484,2505,TS154,154,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1485,2506,TS155,155,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1486,2507,TS156,156,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1487,2508,TS157,157,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1488,2509,TS158,158,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1489,2510,TS159,159,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1490,2511,TS160,160,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1491,2512,TS161,161,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1492,2513,TS162,162,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1493,2514,TS163,163,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1494,2515,TS164,164,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1495,2516,TS165,165,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1496,2517,TS166,166,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1497,2518,TS167,167,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1498,2519,TS168,168,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1499,2520,TS169,169,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1500,2521,TS170,170,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1501,2522,TS171,171,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
1502,2523,TS172,172,999,CYCLEROLL,FUTURE_HORIZON,0,NODEFAULT:ARCHIVE,,0,,NONE,,0,0,0,0,,,1,125
